"PrecinctID","MID","DID","PID","Party_1","Party_2","Party_3","Party_4","Party_5","Party_6","Party_7","Party_8","Party_10","Party_11","Party_12","Party_14","Party_15","Party_16","Party_17","Party_18","Party_19","Party_22","Party_23","Party_25","Party_26","Party_27","Party_28","Party_30","Party_41","Protocol","PrecID"
"1",1,NA,NA,27,2,5,4,232,7,4,4,45,1,0,12,0,0,7,4,1,0,2,0,1,214,3,2,564,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"2",2,NA,NA,1,0,0,0,65,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,7,0,0,50,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"3",3,NA,NA,3,0,0,0,47,11,0,2,6,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,27,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"4",4,NA,NA,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"5",5,NA,NA,0,0,0,0,21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"6",6,NA,NA,0,0,1,0,18,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"7",7,NA,NA,2,0,0,0,34,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,18,0,0,26,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"8",8,NA,NA,0,0,1,0,111,2,0,3,4,0,0,1,0,0,0,1,0,0,0,0,0,9,0,0,37,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"9",9,NA,NA,2,0,0,0,125,11,1,5,1,0,0,0,0,0,0,2,0,0,0,0,0,11,1,0,38,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"10",10,NA,NA,5,0,1,0,20,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,23,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"11",11,NA,NA,3,0,1,0,35,14,2,5,4,0,0,1,0,0,0,1,0,0,0,1,0,19,0,0,43,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"12",12,NA,NA,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,4,0,0,6,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"13",13,NA,NA,2,0,0,0,32,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,25,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"14",14,NA,NA,0,0,0,0,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,10,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"15",15,NA,NA,4,0,3,0,41,14,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"16",16,NA,NA,4,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"17",17,NA,NA,0,0,2,0,22,1,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,12,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"18",18,NA,NA,3,0,0,0,26,4,0,2,8,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,37,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"19",19,NA,NA,0,2,0,0,13,11,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,23,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"20",20,NA,NA,1,0,0,0,12,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,20,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"21",21,NA,NA,2,0,2,0,21,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,22,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"22",22,NA,NA,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"23",23,NA,NA,0,0,0,0,8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,16,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"24",24,NA,NA,1,0,0,0,20,1,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,16,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"25",25,NA,NA,1,0,1,0,10,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,26,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"26",26,NA,NA,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"27",27,NA,NA,4,0,2,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"28",28,NA,NA,0,0,0,0,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"29",29,NA,NA,1,0,1,0,9,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,18,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"30",30,NA,NA,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"31",31,NA,NA,1,0,1,0,24,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,18,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"32",32,NA,NA,0,0,1,0,11,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,17,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"33",33,NA,NA,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,15,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"34",34,NA,NA,1,1,3,0,39,2,0,3,8,0,0,0,0,0,0,9,0,1,0,0,1,5,1,0,49,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"35",35,NA,NA,1,0,5,0,37,2,2,5,5,0,0,0,0,0,0,3,0,0,0,0,1,10,1,1,55,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"36",36,NA,NA,1,0,4,0,45,1,2,7,8,0,0,1,0,0,0,3,1,0,0,1,1,5,0,0,63,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"37",37,NA,NA,2,0,6,1,60,2,2,8,15,0,1,0,0,0,0,2,1,0,0,0,1,4,0,1,64,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"38",38,NA,NA,3,0,7,0,49,1,1,5,12,0,0,0,0,1,0,2,0,0,0,0,0,5,0,0,38,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"39",39,NA,NA,1,3,5,0,57,0,3,4,13,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,45,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"40",40,NA,NA,0,0,0,0,35,13,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,18,1,0,29,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"41",41,NA,NA,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"42",42,NA,NA,1,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"43",43,NA,NA,1,0,1,0,9,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,11,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"44",44,NA,NA,4,0,2,0,59,0,0,2,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,94,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"45",45,NA,NA,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"46",46,NA,NA,1,0,0,0,33,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"47",47,NA,NA,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"48",48,NA,NA,1,1,0,0,6,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"49",49,NA,NA,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,9,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"50",50,NA,NA,0,0,0,1,18,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"51",51,NA,NA,0,0,0,0,15,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,7,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"52",52,NA,NA,1,0,0,0,14,1,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,46,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"53",53,NA,NA,0,0,0,0,11,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"55",55,NA,NA,0,0,1,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"56",56,NA,NA,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"58",58,NA,NA,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"59",59,NA,NA,1,0,1,0,20,1,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,12,"<U+10DD><U+10E5><U+10DB><U+10D8>",NA
"01.01.01",1,1,1,21,0,31,2,161,28,0,43,7,1,2,19,0,2,0,3,4,1,4,0,6,51,0,0,341,"<U+10DD><U+10E5><U+10DB><U+10D8>",101001
"01.01.02",1,1,2,31,0,24,0,188,20,0,37,18,0,1,15,0,0,0,4,1,0,0,0,6,34,0,1,308,"<U+10DD><U+10E5><U+10DB><U+10D8>",101002
"01.01.03",1,1,3,25,6,24,0,206,20,1,35,14,0,2,19,0,2,1,3,5,2,1,0,5,58,2,2,341,"<U+10DD><U+10E5><U+10DB><U+10D8>",101003
"01.01.04",1,1,4,12,1,42,1,113,21,0,42,12,0,1,3,0,0,0,0,10,0,2,1,6,60,0,1,304,"<U+10DD><U+10E5><U+10DB><U+10D8>",101004
"01.01.05",1,1,5,14,0,32,0,161,34,0,54,25,1,1,8,1,0,4,2,4,0,0,1,5,71,0,1,378,"<U+10DD><U+10E5><U+10DB><U+10D8>",101005
"01.01.06",1,1,6,26,1,47,5,169,35,1,35,8,0,5,9,0,0,1,2,11,2,3,0,4,73,2,2,417,"<U+10DD><U+10E5><U+10DB><U+10D8>",101006
"01.01.07",1,1,7,16,0,31,1,185,26,1,36,7,0,1,19,0,0,0,9,5,0,0,1,2,51,1,1,342,"<U+10DD><U+10E5><U+10DB><U+10D8>",101007
"01.01.08",1,1,8,17,0,21,0,121,22,0,31,15,0,0,3,0,0,0,6,1,0,0,1,8,39,0,0,281,"<U+10DD><U+10E5><U+10DB><U+10D8>",101008
"01.01.09",1,1,9,19,5,27,1,202,23,0,39,16,0,16,6,16,0,0,2,3,1,0,0,9,71,0,2,385,"<U+10DD><U+10E5><U+10DB><U+10D8>",101009
"01.01.10",1,1,10,20,0,37,1,175,20,0,43,23,0,0,4,1,0,1,3,4,1,1,0,6,67,3,0,419,"<U+10DD><U+10E5><U+10DB><U+10D8>",101010
"01.01.11",1,1,11,21,1,34,1,234,37,2,45,27,0,0,4,0,0,0,3,2,0,1,0,3,54,1,0,348,"<U+10DD><U+10E5><U+10DB><U+10D8>",101011
"01.01.12",1,1,12,24,0,24,1,191,41,3,58,14,0,0,7,0,1,0,2,20,3,0,0,5,51,1,1,385,"<U+10DD><U+10E5><U+10DB><U+10D8>",101012
"01.01.13",1,1,13,13,0,18,1,134,22,1,37,12,0,1,3,0,0,0,1,0,0,0,2,1,45,1,1,388,"<U+10DD><U+10E5><U+10DB><U+10D8>",101013
"01.01.14",1,1,14,17,0,21,0,162,18,4,33,20,0,0,10,0,0,1,1,4,2,1,0,5,66,3,0,319,"<U+10DD><U+10E5><U+10DB><U+10D8>",101014
"01.01.15",1,1,15,15,0,20,0,174,27,0,46,11,0,0,8,0,0,2,3,9,0,0,0,5,57,1,1,393,"<U+10DD><U+10E5><U+10DB><U+10D8>",101015
"01.01.16",1,1,16,22,0,31,1,198,37,0,67,19,0,6,5,0,6,2,2,7,1,1,0,6,70,0,1,361,"<U+10DD><U+10E5><U+10DB><U+10D8>",101016
"01.01.17",1,1,17,16,3,16,0,127,11,3,26,4,0,1,5,0,0,0,3,3,1,0,1,2,29,0,0,252,"<U+10DD><U+10E5><U+10DB><U+10D8>",101017
"01.01.18",1,1,18,9,0,24,0,148,19,1,45,12,0,0,4,0,0,1,1,4,0,0,0,2,37,1,1,301,"<U+10DD><U+10E5><U+10DB><U+10D8>",101018
"01.01.19",1,1,19,17,0,21,2,185,31,2,44,17,1,1,7,1,0,0,6,6,8,0,0,8,65,1,1,384,"<U+10DD><U+10E5><U+10DB><U+10D8>",101019
"01.01.20",1,1,20,19,1,33,2,196,25,1,38,17,0,0,8,0,1,1,9,3,0,1,0,12,48,1,1,357,"<U+10DD><U+10E5><U+10DB><U+10D8>",101020
"01.01.21",1,1,21,18,0,35,2,202,43,5,42,11,1,0,7,0,0,0,4,6,1,1,0,5,65,1,0,376,"<U+10DD><U+10E5><U+10DB><U+10D8>",101021
"01.01.22",1,1,22,12,0,39,0,190,45,9,52,16,0,1,6,0,1,0,1,4,1,3,0,3,75,3,0,435,"<U+10DD><U+10E5><U+10DB><U+10D8>",101022
"01.01.23",1,1,23,18,0,30,0,221,22,0,47,17,0,2,4,1,0,1,3,4,1,1,1,6,54,2,0,422,"<U+10DD><U+10E5><U+10DB><U+10D8>",101023
"01.01.24",1,1,24,17,0,21,1,264,24,3,44,25,0,1,3,0,0,0,2,7,2,0,0,6,63,1,0,409,"<U+10DD><U+10E5><U+10DB><U+10D8>",101024
"01.01.25",1,1,25,14,0,29,0,145,20,0,25,13,1,0,2,0,0,2,1,6,0,0,0,6,35,0,1,292,"<U+10DD><U+10E5><U+10DB><U+10D8>",101025
"01.01.26",1,1,26,22,1,20,1,178,30,1,44,13,1,1,3,0,1,2,0,12,1,1,0,3,59,2,1,428,"<U+10DD><U+10E5><U+10DB><U+10D8>",101026
"01.01.27",1,1,27,19,0,24,1,160,30,1,46,16,0,0,8,1,0,4,1,3,1,3,0,8,73,0,0,510,"<U+10DD><U+10E5><U+10DB><U+10D8>",101027
"01.01.28",1,1,28,0,0,28,2,176,45,1,50,14,11,2,6,1,0,0,1,9,1,0,1,3,73,2,1,398,"<U+10DD><U+10E5><U+10DB><U+10D8>",101028
"01.01.32",1,1,32,21,4,36,1,274,3,1,38,28,0,1,3,0,0,2,1,4,0,2,0,2,43,0,1,493,"<U+10DD><U+10E5><U+10DB><U+10D8>",101032
"01.01.33",1,1,33,12,0,29,2,180,20,1,47,11,0,1,10,1,0,1,2,3,0,0,1,6,49,2,0,372,"<U+10DD><U+10E5><U+10DB><U+10D8>",101033
"01.04.01",1,4,1,16,0,45,1,171,31,1,41,28,0,0,9,0,0,0,1,5,1,4,1,9,55,1,2,408,"<U+10DD><U+10E5><U+10DB><U+10D8>",104001
"02.01.29",2,1,29,19,1,28,3,174,46,6,68,15,0,1,2,0,0,0,1,2,2,1,1,6,63,0,0,513,"<U+10DD><U+10E5><U+10DB><U+10D8>",201029
"02.01.30",2,1,30,11,0,20,0,141,26,2,37,11,0,1,2,0,0,0,0,5,0,1,2,6,38,0,0,422,"<U+10DD><U+10E5><U+10DB><U+10D8>",201030
"02.01.31",2,1,31,6,1,43,1,155,37,1,43,13,0,1,2,0,0,1,0,3,0,1,2,4,84,1,0,455,"<U+10DD><U+10E5><U+10DB><U+10D8>",201031
"02.02.01",2,2,1,15,0,29,1,145,30,2,36,12,0,0,3,0,0,0,1,1,0,4,1,11,67,1,0,441,"<U+10DD><U+10E5><U+10DB><U+10D8>",202001
"02.02.02",2,2,2,17,1,41,4,142,43,3,29,9,0,4,3,2,0,0,1,4,1,2,1,6,80,4,0,501,"<U+10DD><U+10E5><U+10DB><U+10D8>",202002
"02.02.03",2,2,3,23,1,25,3,174,32,4,36,11,1,0,2,0,0,0,0,7,0,1,0,9,87,1,1,528,"<U+10DD><U+10E5><U+10DB><U+10D8>",202003
"02.02.04",2,2,4,21,0,21,7,142,64,2,42,18,0,0,4,1,0,0,5,7,0,4,0,9,75,0,0,487,"<U+10DD><U+10E5><U+10DB><U+10D8>",202004
"02.02.05",2,2,5,25,1,37,1,151,46,1,44,9,0,0,4,1,1,0,1,4,0,0,0,7,88,1,0,573,"<U+10DD><U+10E5><U+10DB><U+10D8>",202005
"02.02.06",2,2,6,16,1,14,3,158,54,0,40,10,0,0,0,1,0,0,0,6,0,0,0,6,72,1,0,461,"<U+10DD><U+10E5><U+10DB><U+10D8>",202006
"02.02.07",2,2,7,21,1,18,1,132,49,2,33,12,0,0,2,1,0,0,1,3,3,2,0,5,81,4,1,313,"<U+10DD><U+10E5><U+10DB><U+10D8>",202007
"02.02.08",2,2,8,19,1,33,0,117,24,0,40,14,0,0,2,0,0,1,0,3,0,4,0,14,52,6,0,380,"<U+10DD><U+10E5><U+10DB><U+10D8>",202008
"02.02.09",2,2,9,14,0,29,0,95,45,0,32,9,0,2,0,0,0,0,1,4,1,0,0,5,44,0,0,411,"<U+10DD><U+10E5><U+10DB><U+10D8>",202009
"02.02.10",2,2,10,12,0,26,0,121,45,1,41,17,0,0,2,0,1,0,2,8,1,0,0,10,77,2,0,473,"<U+10DD><U+10E5><U+10DB><U+10D8>",202010
"02.02.11",2,2,11,19,0,22,3,175,44,3,34,12,1,0,1,0,1,0,4,2,0,1,0,7,52,1,1,467,"<U+10DD><U+10E5><U+10DB><U+10D8>",202011
"02.02.12",2,2,12,16,0,13,0,122,44,3,32,13,0,1,2,0,0,6,2,4,0,1,1,5,86,2,0,493,"<U+10DD><U+10E5><U+10DB><U+10D8>",202012
"02.02.13",2,2,13,10,3,38,1,140,44,0,59,7,0,1,5,0,1,0,0,5,1,1,0,9,73,4,0,513,"<U+10DD><U+10E5><U+10DB><U+10D8>",202013
"02.02.14",2,2,14,17,0,39,4,172,45,3,27,11,0,3,3,0,0,0,5,5,0,1,1,12,76,1,0,436,"<U+10DD><U+10E5><U+10DB><U+10D8>",202014
"02.02.15",2,2,15,7,0,37,0,146,45,1,59,17,0,1,3,0,0,0,3,5,1,1,2,6,83,2,0,467,"<U+10DD><U+10E5><U+10DB><U+10D8>",202015
"02.02.16",2,2,16,21,0,26,0,152,25,1,48,15,3,0,4,0,0,0,3,1,0,1,2,2,48,2,1,313,"<U+10DD><U+10E5><U+10DB><U+10D8>",202016
"02.02.22",2,2,22,15,0,14,3,101,27,8,48,8,1,0,4,0,0,0,0,1,0,0,3,2,45,0,1,348,"<U+10DD><U+10E5><U+10DB><U+10D8>",202022
"02.02.49",2,2,49,24,0,27,7,142,41,2,41,8,0,1,1,0,0,1,2,4,0,0,0,6,90,0,0,478,"<U+10DD><U+10E5><U+10DB><U+10D8>",202049
"02.02.50",2,2,50,0,0,26,0,157,34,1,52,15,1,1,1,0,1,2,0,4,0,0,1,6,81,1,0,566,"<U+10DD><U+10E5><U+10DB><U+10D8>",202050
"02.02.51",2,2,51,9,0,24,1,145,38,1,46,8,0,0,5,0,1,2,4,11,0,0,1,15,84,0,2,532,"<U+10DD><U+10E5><U+10DB><U+10D8>",202051
"02.02.52",2,2,52,10,0,10,0,138,47,3,33,6,0,3,2,1,0,0,3,8,1,0,1,5,68,1,1,426,"<U+10DD><U+10E5><U+10DB><U+10D8>",202052
"02.02.66",2,2,66,14,0,17,0,142,5,0,47,16,1,0,4,0,0,0,2,4,0,0,1,7,34,2,1,425,"<U+10DD><U+10E5><U+10DB><U+10D8>",202066
"02.02.67",2,2,67,12,0,15,1,118,6,0,37,21,0,0,2,0,0,1,0,3,0,1,0,10,31,0,0,367,"<U+10DD><U+10E5><U+10DB><U+10D8>",202067
"02.02.68",2,2,68,12,0,26,1,167,13,0,41,20,0,0,3,0,2,0,1,1,1,0,0,0,62,2,0,295,"<U+10DD><U+10E5><U+10DB><U+10D8>",202068
"02.02.69",2,2,69,8,0,8,0,197,6,3,26,8,0,0,1,0,0,0,0,2,1,0,0,5,47,2,0,315,"<U+10DD><U+10E5><U+10DB><U+10D8>",202069
"02.02.70",2,2,70,16,0,13,0,128,8,0,23,12,0,0,0,0,0,0,0,5,0,2,1,1,37,1,1,238,"<U+10DD><U+10E5><U+10DB><U+10D8>",202070
"02.02.71",2,2,71,15,2,23,1,136,17,0,21,13,0,1,2,0,0,0,0,2,1,0,1,7,46,1,0,398,"<U+10DD><U+10E5><U+10DB><U+10D8>",202071
"02.02.75",2,2,75,12,0,13,0,66,3,1,32,19,0,0,0,0,0,0,1,6,0,0,0,1,24,0,0,358,"<U+10DD><U+10E5><U+10DB><U+10D8>",202075
"02.02.76",2,2,76,20,0,27,0,117,39,1,43,14,1,4,4,0,0,0,3,0,0,3,1,5,61,0,0,410,"<U+10DD><U+10E5><U+10DB><U+10D8>",202076
"03.02.17",3,2,17,9,0,10,0,135,31,1,11,5,0,0,1,0,0,0,0,1,0,1,1,1,33,1,0,236,"<U+10DD><U+10E5><U+10DB><U+10D8>",302017
"03.02.18",3,2,18,14,1,25,0,133,44,4,28,15,0,0,0,0,0,1,2,5,0,1,0,18,33,1,0,386,"<U+10DD><U+10E5><U+10DB><U+10D8>",302018
"03.02.19",3,2,19,19,0,2,0,102,8,1,23,3,1,3,1,0,0,0,0,2,1,0,0,4,37,0,0,145,"<U+10DD><U+10E5><U+10DB><U+10D8>",302019
"03.02.29",3,2,29,24,2,36,1,205,31,0,56,14,0,1,3,0,0,0,0,6,1,0,1,6,66,1,2,447,"<U+10DD><U+10E5><U+10DB><U+10D8>",302029
"03.02.31",3,2,31,16,0,29,1,131,28,0,28,10,0,0,4,0,1,1,1,3,2,1,5,6,52,1,1,381,"<U+10DD><U+10E5><U+10DB><U+10D8>",302031
"03.02.33",3,2,33,14,0,18,1,134,21,0,60,11,0,0,5,0,1,0,1,1,1,1,0,5,61,2,1,349,"<U+10DD><U+10E5><U+10DB><U+10D8>",302033
"03.02.34",3,2,34,22,0,30,1,130,31,5,57,15,0,0,1,0,0,2,3,3,1,0,0,5,72,3,0,409,"<U+10DD><U+10E5><U+10DB><U+10D8>",302034
"03.02.35",3,2,35,13,0,20,0,134,32,1,42,9,0,2,4,1,0,0,3,1,1,1,0,7,48,0,0,363,"<U+10DD><U+10E5><U+10DB><U+10D8>",302035
"03.02.36",3,2,36,20,1,54,2,136,37,1,45,9,0,1,5,0,0,0,1,3,1,1,0,3,65,0,0,381,"<U+10DD><U+10E5><U+10DB><U+10D8>",302036
"03.02.37",3,2,37,31,0,12,1,159,24,1,39,16,2,0,2,0,2,0,0,1,1,1,0,1,42,0,1,366,"<U+10DD><U+10E5><U+10DB><U+10D8>",302037
"03.02.38",3,2,38,23,0,36,2,151,21,1,50,18,0,0,6,0,2,1,2,2,1,0,1,9,76,0,0,418,"<U+10DD><U+10E5><U+10DB><U+10D8>",302038
"03.02.39",3,2,39,24,0,27,0,131,17,3,61,16,0,0,0,0,1,0,0,3,1,0,3,6,46,1,0,404,"<U+10DD><U+10E5><U+10DB><U+10D8>",302039
"03.02.40",3,2,40,20,0,23,1,117,37,3,47,10,0,2,4,0,1,0,5,1,0,1,0,2,49,0,0,364,"<U+10DD><U+10E5><U+10DB><U+10D8>",302040
"03.02.41",3,2,41,12,0,30,0,94,23,0,25,3,0,0,0,0,0,0,0,2,2,0,0,2,37,1,1,268,"<U+10DD><U+10E5><U+10DB><U+10D8>",302041
"03.02.42",3,2,42,28,0,15,0,170,27,3,47,25,0,0,8,0,0,0,0,2,1,0,1,4,53,1,2,387,"<U+10DD><U+10E5><U+10DB><U+10D8>",302042
"03.02.43",3,2,43,28,0,25,0,150,19,0,43,18,0,0,1,1,0,0,0,5,0,1,0,2,60,1,0,354,"<U+10DD><U+10E5><U+10DB><U+10D8>",302043
"03.02.44",3,2,44,17,3,28,0,148,12,1,43,16,2,1,3,0,1,2,2,7,2,1,5,6,60,0,0,394,"<U+10DD><U+10E5><U+10DB><U+10D8>",302044
"03.02.45",3,2,45,25,0,34,3,154,36,1,55,20,0,2,4,0,1,0,4,3,0,0,0,4,69,2,1,371,"<U+10DD><U+10E5><U+10DB><U+10D8>",302045
"03.02.46",3,2,46,18,0,20,0,134,16,1,49,20,0,2,5,0,0,0,2,2,0,0,1,3,48,3,0,394,"<U+10DD><U+10E5><U+10DB><U+10D8>",302046
"03.02.47",3,2,47,14,2,32,1,122,28,1,52,22,0,3,0,0,0,1,4,4,2,1,0,9,63,1,0,411,"<U+10DD><U+10E5><U+10DB><U+10D8>",302047
"03.02.48",3,2,48,12,1,30,3,139,40,1,55,7,0,0,2,1,1,0,2,12,0,0,1,6,83,1,0,485,"<U+10DD><U+10E5><U+10DB><U+10D8>",302048
"03.02.53",3,2,53,19,0,34,0,161,18,3,48,37,1,1,6,0,0,0,1,3,2,0,0,11,41,0,0,382,"<U+10DD><U+10E5><U+10DB><U+10D8>",302053
"03.02.54",3,2,54,13,1,23,0,140,26,0,29,12,1,0,4,0,0,0,0,2,0,0,0,5,50,0,0,332,"<U+10DD><U+10E5><U+10DB><U+10D8>",302054
"03.02.55",3,2,55,19,0,36,1,133,35,0,40,19,0,0,2,0,0,3,0,4,1,0,0,7,48,1,0,384,"<U+10DD><U+10E5><U+10DB><U+10D8>",302055
"03.02.56",3,2,56,24,0,22,0,183,29,1,28,17,1,0,0,0,0,2,4,4,1,0,7,0,80,0,0,314,"<U+10DD><U+10E5><U+10DB><U+10D8>",302056
"03.02.57",3,2,57,22,0,53,1,137,31,0,43,32,0,0,10,0,1,1,2,0,0,0,0,4,44,3,0,310,"<U+10DD><U+10E5><U+10DB><U+10D8>",302057
"03.02.58",3,2,58,18,0,25,1,162,28,1,60,21,0,0,2,0,0,1,4,1,1,0,0,16,73,1,0,379,"<U+10DD><U+10E5><U+10DB><U+10D8>",302058
"03.02.60",3,2,60,22,0,49,0,141,47,1,51,23,0,1,9,3,0,0,2,3,0,2,1,6,77,2,1,506,"<U+10DD><U+10E5><U+10DB><U+10D8>",302060
"03.02.61",3,2,61,17,1,26,1,152,29,5,41,25,1,2,1,1,0,0,0,4,0,0,0,4,61,1,1,496,"<U+10DD><U+10E5><U+10DB><U+10D8>",302061
"03.02.63",3,2,63,10,0,29,4,169,18,3,40,13,3,0,3,0,0,0,2,3,0,0,0,3,56,1,0,355,"<U+10DD><U+10E5><U+10DB><U+10D8>",302063
